center,left,right,steering,throttle,brake,speed
IMG\center_2017_08_05_10_38_11_863.jpg,IMG\left_2017_08_05_10_38_11_863.jpg,IMG\right_2017_08_05_10_38_11_863.jpg,-1,0,0,1.963842
IMG\center_2017_08_05_10_38_11_935.jpg,IMG\left_2017_08_05_10_38_11_935.jpg,IMG\right_2017_08_05_10_38_11_935.jpg,-1,0,0,1.939749
IMG\center_2017_08_05_10_38_12_036.jpg,IMG\left_2017_08_05_10_38_12_036.jpg,IMG\right_2017_08_05_10_38_12_036.jpg,-1,0.09951445,0,1.952984
IMG\center_2017_08_05_10_38_12_104.jpg,IMG\left_2017_08_05_10_38_12_104.jpg,IMG\right_2017_08_05_10_38_12_104.jpg,-1,0.302715,0,2.126332
IMG\center_2017_08_05_10_38_12_172.jpg,IMG\left_2017_08_05_10_38_12_172.jpg,IMG\right_2017_08_05_10_38_12_172.jpg,-1,0.2951653,0,2.366048
IMG\center_2017_08_05_10_38_12_264.jpg,IMG\left_2017_08_05_10_38_12_264.jpg,IMG\right_2017_08_05_10_38_12_264.jpg,-1,0.001643337,0,2.497278
IMG\center_2017_08_05_10_38_12_365.jpg,IMG\left_2017_08_05_10_38_12_365.jpg,IMG\right_2017_08_05_10_38_12_365.jpg,-1,0,0,2.436331
IMG\center_2017_08_05_10_38_12_435.jpg,IMG\left_2017_08_05_10_38_12_435.jpg,IMG\right_2017_08_05_10_38_12_435.jpg,-1,0,0,2.405774
IMG\center_2017_08_05_10_38_12_507.jpg,IMG\left_2017_08_05_10_38_12_507.jpg,IMG\right_2017_08_05_10_38_12_507.jpg,-1,0,0,2.383176
IMG\center_2017_08_05_10_38_12_583.jpg,IMG\left_2017_08_05_10_38_12_583.jpg,IMG\right_2017_08_05_10_38_12_583.jpg,-1,0,0,2.353483
IMG\center_2017_08_05_10_38_12_681.jpg,IMG\left_2017_08_05_10_38_12_681.jpg,IMG\right_2017_08_05_10_38_12_681.jpg,-1,0,0,2.317064
IMG\center_2017_08_05_10_38_12_751.jpg,IMG\left_2017_08_05_10_38_12_751.jpg,IMG\right_2017_08_05_10_38_12_751.jpg,-1,0,0,2.28848
IMG\center_2017_08_05_10_38_12_849.jpg,IMG\left_2017_08_05_10_38_12_849.jpg,IMG\right_2017_08_05_10_38_12_849.jpg,-1,0,0,2.25344
IMG\center_2017_08_05_10_38_12_917.jpg,IMG\left_2017_08_05_10_38_12_917.jpg,IMG\right_2017_08_05_10_38_12_917.jpg,-0.7993652,0,0,2.247585
IMG\center_2017_08_05_10_38_12_987.jpg,IMG\left_2017_08_05_10_38_12_987.jpg,IMG\right_2017_08_05_10_38_12_987.jpg,-0.5881328,0,0,2.242059
IMG\center_2017_08_05_10_38_13_059.jpg,IMG\left_2017_08_05_10_38_13_059.jpg,IMG\right_2017_08_05_10_38_13_059.jpg,-0.3730975,0,0,2.231341
IMG\center_2017_08_05_10_38_13_133.jpg,IMG\left_2017_08_05_10_38_13_133.jpg,IMG\right_2017_08_05_10_38_13_133.jpg,-0.1503342,0,0,2.215664
IMG\center_2017_08_05_10_38_13_201.jpg,IMG\left_2017_08_05_10_38_13_201.jpg,IMG\right_2017_08_05_10_38_13_201.jpg,0,0.2046381,0,2.304224
IMG\center_2017_08_05_10_38_13_270.jpg,IMG\left_2017_08_05_10_38_13_270.jpg,IMG\right_2017_08_05_10_38_13_270.jpg,0,0.4061391,0,2.635256
IMG\center_2017_08_05_10_38_13_337.jpg,IMG\left_2017_08_05_10_38_13_337.jpg,IMG\right_2017_08_05_10_38_13_337.jpg,0,0.6117205,0,3.02683
IMG\center_2017_08_05_10_38_13_403.jpg,IMG\left_2017_08_05_10_38_13_403.jpg,IMG\right_2017_08_05_10_38_13_403.jpg,0,0.8133889,0,3.536181
IMG\center_2017_08_05_10_38_13_502.jpg,IMG\left_2017_08_05_10_38_13_502.jpg,IMG\right_2017_08_05_10_38_13_502.jpg,0,1,0,4.655869
IMG\center_2017_08_05_10_38_13_602.jpg,IMG\left_2017_08_05_10_38_13_602.jpg,IMG\right_2017_08_05_10_38_13_602.jpg,-0.25,0.6998442,0,5.603263
IMG\center_2017_08_05_10_38_13_671.jpg,IMG\left_2017_08_05_10_38_13_671.jpg,IMG\right_2017_08_05_10_38_13_671.jpg,-0.45,0.4957895,0,6.076208
IMG\center_2017_08_05_10_38_13_774.jpg,IMG\left_2017_08_05_10_38_13_774.jpg,IMG\right_2017_08_05_10_38_13_774.jpg,-0.7,0.1848764,0,6.307827
IMG\center_2017_08_05_10_38_13_849.jpg,IMG\left_2017_08_05_10_38_13_849.jpg,IMG\right_2017_08_05_10_38_13_849.jpg,-0.9000002,0,0,6.24191
IMG\center_2017_08_05_10_38_13_933.jpg,IMG\left_2017_08_05_10_38_13_933.jpg,IMG\right_2017_08_05_10_38_13_933.jpg,-1,0,0,6.1313
IMG\center_2017_08_05_10_38_14_011.jpg,IMG\left_2017_08_05_10_38_14_011.jpg,IMG\right_2017_08_05_10_38_14_011.jpg,-1,0,0,6.059091
IMG\center_2017_08_05_10_38_14_090.jpg,IMG\left_2017_08_05_10_38_14_090.jpg,IMG\right_2017_08_05_10_38_14_090.jpg,-0.8739168,0,0,6.013526
IMG\center_2017_08_05_10_38_14_172.jpg,IMG\left_2017_08_05_10_38_14_172.jpg,IMG\right_2017_08_05_10_38_14_172.jpg,-0.6303689,0,0,5.992076
IMG\center_2017_08_05_10_38_14_252.jpg,IMG\left_2017_08_05_10_38_14_252.jpg,IMG\right_2017_08_05_10_38_14_252.jpg,-0.3868178,0,0,5.961904
IMG\center_2017_08_05_10_38_14_325.jpg,IMG\left_2017_08_05_10_38_14_325.jpg,IMG\right_2017_08_05_10_38_14_325.jpg,-0.1683054,0,0,5.930834
IMG\center_2017_08_05_10_38_14_403.jpg,IMG\left_2017_08_05_10_38_14_403.jpg,IMG\right_2017_08_05_10_38_14_403.jpg,0.03169461,0,0,5.878454
IMG\center_2017_08_05_10_38_14_475.jpg,IMG\left_2017_08_05_10_38_14_475.jpg,IMG\right_2017_08_05_10_38_14_475.jpg,0.2316946,0,0,5.816297
IMG\center_2017_08_05_10_38_14_550.jpg,IMG\left_2017_08_05_10_38_14_550.jpg,IMG\right_2017_08_05_10_38_14_550.jpg,0.3197539,0,0,5.753734
IMG\center_2017_08_05_10_38_14_617.jpg,IMG\left_2017_08_05_10_38_14_617.jpg,IMG\right_2017_08_05_10_38_14_617.jpg,0.1174548,0,0,5.721873
IMG\center_2017_08_05_10_38_14_685.jpg,IMG\left_2017_08_05_10_38_14_685.jpg,IMG\right_2017_08_05_10_38_14_685.jpg,0,0,0,5.68586
IMG\center_2017_08_05_10_38_14_757.jpg,IMG\left_2017_08_05_10_38_14_757.jpg,IMG\right_2017_08_05_10_38_14_757.jpg,0,0,0,5.642377
IMG\center_2017_08_05_10_38_14_835.jpg,IMG\left_2017_08_05_10_38_14_835.jpg,IMG\right_2017_08_05_10_38_14_835.jpg,0,0,0,5.599107
IMG\center_2017_08_05_10_38_14_903.jpg,IMG\left_2017_08_05_10_38_14_903.jpg,IMG\right_2017_08_05_10_38_14_903.jpg,0,0.2039325,0,5.656895
IMG\center_2017_08_05_10_38_14_978.jpg,IMG\left_2017_08_05_10_38_14_978.jpg,IMG\right_2017_08_05_10_38_14_978.jpg,0,0.4273552,0,5.959634
IMG\center_2017_08_05_10_38_15_053.jpg,IMG\left_2017_08_05_10_38_15_053.jpg,IMG\right_2017_08_05_10_38_15_053.jpg,0,0.652846,0,6.480454
IMG\center_2017_08_05_10_38_15_124.jpg,IMG\left_2017_08_05_10_38_15_124.jpg,IMG\right_2017_08_05_10_38_15_124.jpg,-0.15,0.4388916,0,6.821894
IMG\center_2017_08_05_10_38_15_195.jpg,IMG\left_2017_08_05_10_38_15_195.jpg,IMG\right_2017_08_05_10_38_15_195.jpg,-0.0006218925,0.4393771,0,7.141238
IMG\center_2017_08_05_10_38_15_267.jpg,IMG\left_2017_08_05_10_38_15_267.jpg,IMG\right_2017_08_05_10_38_15_267.jpg,0,0.6544685,0,7.51328
IMG\center_2017_08_05_10_38_15_338.jpg,IMG\left_2017_08_05_10_38_15_338.jpg,IMG\right_2017_08_05_10_38_15_338.jpg,0,0.8683183,0,8.229029
IMG\center_2017_08_05_10_38_15_412.jpg,IMG\left_2017_08_05_10_38_15_412.jpg,IMG\right_2017_08_05_10_38_15_412.jpg,0,0.8807056,0,9.066197
IMG\center_2017_08_05_10_38_15_483.jpg,IMG\left_2017_08_05_10_38_15_483.jpg,IMG\right_2017_08_05_10_38_15_483.jpg,0,0.6693379,0,9.541959
IMG\center_2017_08_05_10_38_15_552.jpg,IMG\left_2017_08_05_10_38_15_552.jpg,IMG\right_2017_08_05_10_38_15_552.jpg,0,0.8756655,0,10.24537
IMG\center_2017_08_05_10_38_15_619.jpg,IMG\left_2017_08_05_10_38_15_619.jpg,IMG\right_2017_08_05_10_38_15_619.jpg,0,1,0,10.89299
IMG\center_2017_08_05_10_38_15_720.jpg,IMG\left_2017_08_05_10_38_15_720.jpg,IMG\right_2017_08_05_10_38_15_720.jpg,-0.15,0.7960686,0,12.0268
IMG\center_2017_08_05_10_38_15_803.jpg,IMG\left_2017_08_05_10_38_15_803.jpg,IMG\right_2017_08_05_10_38_15_803.jpg,-0.35,0.5765073,0,12.52655
IMG\center_2017_08_05_10_38_15_876.jpg,IMG\left_2017_08_05_10_38_15_876.jpg,IMG\right_2017_08_05_10_38_15_876.jpg,-0.1950246,0.348039,0,12.77919
IMG\center_2017_08_05_10_38_15_952.jpg,IMG\left_2017_08_05_10_38_15_952.jpg,IMG\right_2017_08_05_10_38_15_952.jpg,0,0.1228773,0,12.66039
IMG\center_2017_08_05_10_38_16_023.jpg,IMG\left_2017_08_05_10_38_16_023.jpg,IMG\right_2017_08_05_10_38_16_023.jpg,-0.2,0,0,12.48058
IMG\center_2017_08_05_10_38_16_093.jpg,IMG\left_2017_08_05_10_38_16_093.jpg,IMG\right_2017_08_05_10_38_16_093.jpg,-0.4,0,0,12.34394
IMG\center_2017_08_05_10_38_16_163.jpg,IMG\left_2017_08_05_10_38_16_163.jpg,IMG\right_2017_08_05_10_38_16_163.jpg,-0.4319825,0,0,12.53134
IMG\center_2017_08_05_10_38_16_239.jpg,IMG\left_2017_08_05_10_38_16_239.jpg,IMG\right_2017_08_05_10_38_16_239.jpg,-0.2028759,0,0,12.447
IMG\center_2017_08_05_10_38_16_323.jpg,IMG\left_2017_08_05_10_38_16_323.jpg,IMG\right_2017_08_05_10_38_16_323.jpg,0,0,0,12.25811
IMG\center_2017_08_05_10_38_16_396.jpg,IMG\left_2017_08_05_10_38_16_396.jpg,IMG\right_2017_08_05_10_38_16_396.jpg,0,0,0,12.14984
IMG\center_2017_08_05_10_38_16_471.jpg,IMG\left_2017_08_05_10_38_16_471.jpg,IMG\right_2017_08_05_10_38_16_471.jpg,0,0,0,12.03907
IMG\center_2017_08_05_10_38_16_539.jpg,IMG\left_2017_08_05_10_38_16_539.jpg,IMG\right_2017_08_05_10_38_16_539.jpg,0,0,0,11.73568
IMG\center_2017_08_05_10_38_16_620.jpg,IMG\left_2017_08_05_10_38_16_620.jpg,IMG\right_2017_08_05_10_38_16_620.jpg,0,0,0,11.64153
IMG\center_2017_08_05_10_38_16_802.jpg,IMG\left_2017_08_05_10_38_16_802.jpg,IMG\right_2017_08_05_10_38_16_802.jpg,0,0,0,11.54462
IMG\center_2017_08_05_10_39_02_130.jpg,IMG\left_2017_08_05_10_39_02_130.jpg,IMG\right_2017_08_05_10_39_02_130.jpg,0,0,0,2.781135
IMG\center_2017_08_05_10_39_02_197.jpg,IMG\left_2017_08_05_10_39_02_197.jpg,IMG\right_2017_08_05_10_39_02_197.jpg,0,0,0,2.765141
IMG\center_2017_08_05_10_39_02_266.jpg,IMG\left_2017_08_05_10_39_02_266.jpg,IMG\right_2017_08_05_10_39_02_266.jpg,0,0,0,2.749244
IMG\center_2017_08_05_10_39_02_366.jpg,IMG\left_2017_08_05_10_39_02_366.jpg,IMG\right_2017_08_05_10_39_02_366.jpg,0,0,0,2.722964
IMG\center_2017_08_05_10_39_02_467.jpg,IMG\left_2017_08_05_10_39_02_467.jpg,IMG\right_2017_08_05_10_39_02_467.jpg,0,0,0,2.696949
IMG\center_2017_08_05_10_39_02_564.jpg,IMG\left_2017_08_05_10_39_02_564.jpg,IMG\right_2017_08_05_10_39_02_564.jpg,0,0,0,2.671195
IMG\center_2017_08_05_10_39_02_633.jpg,IMG\left_2017_08_05_10_39_02_633.jpg,IMG\right_2017_08_05_10_39_02_633.jpg,0,0,0,2.650779
IMG\center_2017_08_05_10_39_02_735.jpg,IMG\left_2017_08_05_10_39_02_735.jpg,IMG\right_2017_08_05_10_39_02_735.jpg,0,0.2021483,0,2.76383
IMG\center_2017_08_05_10_39_02_802.jpg,IMG\left_2017_08_05_10_39_02_802.jpg,IMG\right_2017_08_05_10_39_02_802.jpg,0,0.406553,0,2.978321
IMG\center_2017_08_05_10_39_02_870.jpg,IMG\left_2017_08_05_10_39_02_870.jpg,IMG\right_2017_08_05_10_39_02_870.jpg,0,0.4047885,0,3.405769
IMG\center_2017_08_05_10_39_02_945.jpg,IMG\left_2017_08_05_10_39_02_945.jpg,IMG\right_2017_08_05_10_39_02_945.jpg,0,0.181301,0,3.568899
IMG\center_2017_08_05_10_39_03_021.jpg,IMG\left_2017_08_05_10_39_03_021.jpg,IMG\right_2017_08_05_10_39_03_021.jpg,-0.1,0,0,3.565709
IMG\center_2017_08_05_10_39_03_092.jpg,IMG\left_2017_08_05_10_39_03_092.jpg,IMG\right_2017_08_05_10_39_03_092.jpg,-0.3,0,0,3.52958
IMG\center_2017_08_05_10_39_03_166.jpg,IMG\left_2017_08_05_10_39_03_166.jpg,IMG\right_2017_08_05_10_39_03_166.jpg,-0.45,0,0,3.498132
IMG\center_2017_08_05_10_39_03_237.jpg,IMG\left_2017_08_05_10_39_03_237.jpg,IMG\right_2017_08_05_10_39_03_237.jpg,-0.3301181,0,0,3.4722
IMG\center_2017_08_05_10_39_03_304.jpg,IMG\left_2017_08_05_10_39_03_304.jpg,IMG\right_2017_08_05_10_39_03_304.jpg,-0.1269417,0,0,3.454144
IMG\center_2017_08_05_10_39_03_371.jpg,IMG\left_2017_08_05_10_39_03_371.jpg,IMG\right_2017_08_05_10_39_03_371.jpg,-0.1274515,0,0,3.424692
IMG\center_2017_08_05_10_39_03_443.jpg,IMG\left_2017_08_05_10_39_03_443.jpg,IMG\right_2017_08_05_10_39_03_443.jpg,-0.2774515,0,0,3.39934
IMG\center_2017_08_05_10_39_03_516.jpg,IMG\left_2017_08_05_10_39_03_516.jpg,IMG\right_2017_08_05_10_39_03_516.jpg,-0.1225158,0,0,3.373211
IMG\center_2017_08_05_10_39_03_583.jpg,IMG\left_2017_08_05_10_39_03_583.jpg,IMG\right_2017_08_05_10_39_03_583.jpg,0,0,0,3.351753
IMG\center_2017_08_05_10_39_03_652.jpg,IMG\left_2017_08_05_10_39_03_652.jpg,IMG\right_2017_08_05_10_39_03_652.jpg,0,0.103171,0,3.379164
IMG\center_2017_08_05_10_39_03_720.jpg,IMG\left_2017_08_05_10_39_03_720.jpg,IMG\right_2017_08_05_10_39_03_720.jpg,0,0.3067722,0,3.536238
IMG\center_2017_08_05_10_39_03_788.jpg,IMG\left_2017_08_05_10_39_03_788.jpg,IMG\right_2017_08_05_10_39_03_788.jpg,0,0.5132826,0,3.959209
IMG\center_2017_08_05_10_39_03_863.jpg,IMG\left_2017_08_05_10_39_03_863.jpg,IMG\right_2017_08_05_10_39_03_863.jpg,0,0.508958,0,4.332802
IMG\center_2017_08_05_10_39_03_937.jpg,IMG\left_2017_08_05_10_39_03_937.jpg,IMG\right_2017_08_05_10_39_03_937.jpg,-0.1,0.2880713,0,4.638153
IMG\center_2017_08_05_10_39_04_010.jpg,IMG\left_2017_08_05_10_39_04_010.jpg,IMG\right_2017_08_05_10_39_04_010.jpg,-0.3,0.0688831,0,4.722038
IMG\center_2017_08_05_10_39_04_086.jpg,IMG\left_2017_08_05_10_39_04_086.jpg,IMG\right_2017_08_05_10_39_04_086.jpg,-0.45,0,0,4.681549
IMG\center_2017_08_05_10_39_04_157.jpg,IMG\left_2017_08_05_10_39_04_157.jpg,IMG\right_2017_08_05_10_39_04_157.jpg,-0.6500001,0,0,4.615622
IMG\center_2017_08_05_10_39_04_233.jpg,IMG\left_2017_08_05_10_39_04_233.jpg,IMG\right_2017_08_05_10_39_04_233.jpg,-0.8500001,0,0,4.539351
IMG\center_2017_08_05_10_39_04_303.jpg,IMG\left_2017_08_05_10_39_04_303.jpg,IMG\right_2017_08_05_10_39_04_303.jpg,-1,0.1072039,0,4.520005
IMG\center_2017_08_05_10_39_04_374.jpg,IMG\left_2017_08_05_10_39_04_374.jpg,IMG\right_2017_08_05_10_39_04_374.jpg,-1,0.3212629,0,4.703846
IMG\center_2017_08_05_10_39_04_445.jpg,IMG\left_2017_08_05_10_39_04_445.jpg,IMG\right_2017_08_05_10_39_04_445.jpg,-1,0.3187819,0,4.942993
IMG\center_2017_08_05_10_39_04_519.jpg,IMG\left_2017_08_05_10_39_04_519.jpg,IMG\right_2017_08_05_10_39_04_519.jpg,-1,0.09718867,0,5.043631
IMG\center_2017_08_05_10_39_04_596.jpg,IMG\left_2017_08_05_10_39_04_596.jpg,IMG\right_2017_08_05_10_39_04_596.jpg,-0.8801082,0,0,5.01124
IMG\center_2017_08_05_10_39_04_671.jpg,IMG\left_2017_08_05_10_39_04_671.jpg,IMG\right_2017_08_05_10_39_04_671.jpg,-0.6551336,0,0,4.994159
IMG\center_2017_08_05_10_39_04_743.jpg,IMG\left_2017_08_05_10_39_04_743.jpg,IMG\right_2017_08_05_10_39_04_743.jpg,-0.4367841,0,0,4.978194
IMG\center_2017_08_05_10_39_04_819.jpg,IMG\left_2017_08_05_10_39_04_819.jpg,IMG\right_2017_08_05_10_39_04_819.jpg,-0.2084446,0.103718,0,4.991888
IMG\center_2017_08_05_10_39_04_889.jpg,IMG\left_2017_08_05_10_39_04_889.jpg,IMG\right_2017_08_05_10_39_04_889.jpg,0,0.3129185,0,5.191955
IMG\center_2017_08_05_10_39_04_968.jpg,IMG\left_2017_08_05_10_39_04_968.jpg,IMG\right_2017_08_05_10_39_04_968.jpg,0,0.5495561,0,5.617073
IMG\center_2017_08_05_10_39_05_052.jpg,IMG\left_2017_08_05_10_39_05_052.jpg,IMG\right_2017_08_05_10_39_05_052.jpg,0,0.8023917,0,6.274578
IMG\center_2017_08_05_10_39_05_127.jpg,IMG\left_2017_08_05_10_39_05_127.jpg,IMG\right_2017_08_05_10_39_05_127.jpg,0,1,0,6.910284
IMG\center_2017_08_05_10_39_05_205.jpg,IMG\left_2017_08_05_10_39_05_205.jpg,IMG\right_2017_08_05_10_39_05_205.jpg,0,1,0,7.824371
IMG\center_2017_08_05_10_39_05_279.jpg,IMG\left_2017_08_05_10_39_05_279.jpg,IMG\right_2017_08_05_10_39_05_279.jpg,0,1,0,8.731354
IMG\center_2017_08_05_10_39_05_354.jpg,IMG\left_2017_08_05_10_39_05_354.jpg,IMG\right_2017_08_05_10_39_05_354.jpg,0,1,0,9.631253
IMG\center_2017_08_05_10_39_05_422.jpg,IMG\left_2017_08_05_10_39_05_422.jpg,IMG\right_2017_08_05_10_39_05_422.jpg,0,1,0,10.30089
IMG\center_2017_08_05_10_39_05_498.jpg,IMG\left_2017_08_05_10_39_05_498.jpg,IMG\right_2017_08_05_10_39_05_498.jpg,0,1,0,11.18701
IMG\center_2017_08_05_10_39_05_571.jpg,IMG\left_2017_08_05_10_39_05_571.jpg,IMG\right_2017_08_05_10_39_05_571.jpg,0,1,0,12.19705
IMG\center_2017_08_05_10_39_05_648.jpg,IMG\left_2017_08_05_10_39_05_648.jpg,IMG\right_2017_08_05_10_39_05_648.jpg,0,1,0,12.70609
IMG\center_2017_08_05_10_39_05_722.jpg,IMG\left_2017_08_05_10_39_05_722.jpg,IMG\right_2017_08_05_10_39_05_722.jpg,0,0.7729461,0,13.41825
IMG\center_2017_08_05_10_39_05_805.jpg,IMG\left_2017_08_05_10_39_05_805.jpg,IMG\right_2017_08_05_10_39_05_805.jpg,0,0.5268479,0,13.85177
IMG\center_2017_08_05_10_39_05_885.jpg,IMG\left_2017_08_05_10_39_05_885.jpg,IMG\right_2017_08_05_10_39_05_885.jpg,0,0.2867639,0,14.16764
IMG\center_2017_08_05_10_39_05_968.jpg,IMG\left_2017_08_05_10_39_05_968.jpg,IMG\right_2017_08_05_10_39_05_968.jpg,0,0.04429587,0,14.18229
IMG\center_2017_08_05_10_39_06_055.jpg,IMG\left_2017_08_05_10_39_06_055.jpg,IMG\right_2017_08_05_10_39_06_055.jpg,0,0,0,13.99855
IMG\center_2017_08_05_10_39_06_148.jpg,IMG\left_2017_08_05_10_39_06_148.jpg,IMG\right_2017_08_05_10_39_06_148.jpg,0,0,0,13.87976
IMG\center_2017_08_05_10_39_06_228.jpg,IMG\left_2017_08_05_10_39_06_228.jpg,IMG\right_2017_08_05_10_39_06_228.jpg,0,0,0,13.76064
IMG\center_2017_08_05_10_39_06_306.jpg,IMG\left_2017_08_05_10_39_06_306.jpg,IMG\right_2017_08_05_10_39_06_306.jpg,0,0.2296691,0,13.75876
IMG\center_2017_08_05_10_39_06_387.jpg,IMG\left_2017_08_05_10_39_06_387.jpg,IMG\right_2017_08_05_10_39_06_387.jpg,0,0.475807,0,14.0884
IMG\center_2017_08_05_10_39_06_461.jpg,IMG\left_2017_08_05_10_39_06_461.jpg,IMG\right_2017_08_05_10_39_06_461.jpg,0,0.7229101,0,14.53466
IMG\center_2017_08_05_10_39_06_544.jpg,IMG\left_2017_08_05_10_39_06_544.jpg,IMG\right_2017_08_05_10_39_06_544.jpg,0,0.473348,0,14.93131
IMG\center_2017_08_05_10_39_06_638.jpg,IMG\left_2017_08_05_10_39_06_638.jpg,IMG\right_2017_08_05_10_39_06_638.jpg,0,0.1974846,0,15.24337
IMG\center_2017_08_05_10_39_06_731.jpg,IMG\left_2017_08_05_10_39_06_731.jpg,IMG\right_2017_08_05_10_39_06_731.jpg,0,0,0,15.17663
IMG\center_2017_08_05_10_39_54_053.jpg,IMG\left_2017_08_05_10_39_54_053.jpg,IMG\right_2017_08_05_10_39_54_053.jpg,0,0,0,2.018346
IMG\center_2017_08_05_10_39_54_131.jpg,IMG\left_2017_08_05_10_39_54_131.jpg,IMG\right_2017_08_05_10_39_54_131.jpg,0,0,0,1.997946
IMG\center_2017_08_05_10_39_54_208.jpg,IMG\left_2017_08_05_10_39_54_208.jpg,IMG\right_2017_08_05_10_39_54_208.jpg,0,0,0,1.97771
IMG\center_2017_08_05_10_39_54_280.jpg,IMG\left_2017_08_05_10_39_54_280.jpg,IMG\right_2017_08_05_10_39_54_280.jpg,-0.2,0,0,1.956874
IMG\center_2017_08_05_10_39_54_353.jpg,IMG\left_2017_08_05_10_39_54_353.jpg,IMG\right_2017_08_05_10_39_54_353.jpg,-0.35,0,0,1.940029
IMG\center_2017_08_05_10_39_54_430.jpg,IMG\left_2017_08_05_10_39_54_430.jpg,IMG\right_2017_08_05_10_39_54_430.jpg,-0.4442949,0,0,1.919711
IMG\center_2017_08_05_10_39_54_511.jpg,IMG\left_2017_08_05_10_39_54_511.jpg,IMG\right_2017_08_05_10_39_54_511.jpg,-0.2032335,0,0,1.904881
IMG\center_2017_08_05_10_39_54_589.jpg,IMG\left_2017_08_05_10_39_54_589.jpg,IMG\right_2017_08_05_10_39_54_589.jpg,0,0,0,1.884327
IMG\center_2017_08_05_10_39_54_666.jpg,IMG\left_2017_08_05_10_39_54_666.jpg,IMG\right_2017_08_05_10_39_54_666.jpg,0,0,0,1.865344
IMG\center_2017_08_05_10_39_54_746.jpg,IMG\left_2017_08_05_10_39_54_746.jpg,IMG\right_2017_08_05_10_39_54_746.jpg,0,0.112276,0,1.928669
IMG\center_2017_08_05_10_39_54_819.jpg,IMG\left_2017_08_05_10_39_54_819.jpg,IMG\right_2017_08_05_10_39_54_819.jpg,0,0.3318528,0,2.12565
IMG\center_2017_08_05_10_39_54_900.jpg,IMG\left_2017_08_05_10_39_54_900.jpg,IMG\right_2017_08_05_10_39_54_900.jpg,0,0.5760963,0,2.616735
IMG\center_2017_08_05_10_39_54_980.jpg,IMG\left_2017_08_05_10_39_54_980.jpg,IMG\right_2017_08_05_10_39_54_980.jpg,0,0.8149464,0,3.31259
IMG\center_2017_08_05_10_39_55_061.jpg,IMG\left_2017_08_05_10_39_55_061.jpg,IMG\right_2017_08_05_10_39_55_061.jpg,0,1,0,4.213848
IMG\center_2017_08_05_10_39_55_140.jpg,IMG\left_2017_08_05_10_39_55_140.jpg,IMG\right_2017_08_05_10_39_55_140.jpg,-0.2,0.7639501,0,4.979048
IMG\center_2017_08_05_10_39_55_211.jpg,IMG\left_2017_08_05_10_39_55_211.jpg,IMG\right_2017_08_05_10_39_55_211.jpg,-0.35,0.5477139,0,5.370349
IMG\center_2017_08_05_10_39_55_289.jpg,IMG\left_2017_08_05_10_39_55_289.jpg,IMG\right_2017_08_05_10_39_55_289.jpg,-0.5500001,0.3136794,0,5.672376
IMG\center_2017_08_05_10_39_55_369.jpg,IMG\left_2017_08_05_10_39_55_369.jpg,IMG\right_2017_08_05_10_39_55_369.jpg,-0.6740169,0.07482275,0,5.741452
IMG\center_2017_08_05_10_39_55_450.jpg,IMG\left_2017_08_05_10_39_55_450.jpg,IMG\right_2017_08_05_10_39_55_450.jpg,-0.4303347,0,0,5.712769
IMG\center_2017_08_05_10_39_55_525.jpg,IMG\left_2017_08_05_10_39_55_525.jpg,IMG\right_2017_08_05_10_39_55_525.jpg,-0.2040866,0,0,5.672305
IMG\center_2017_08_05_10_39_55_596.jpg,IMG\left_2017_08_05_10_39_55_596.jpg,IMG\right_2017_08_05_10_39_55_596.jpg,0,0,0,5.619421
IMG\center_2017_08_05_10_39_55_673.jpg,IMG\left_2017_08_05_10_39_55_673.jpg,IMG\right_2017_08_05_10_39_55_673.jpg,0,0,0,5.583769
IMG\center_2017_08_05_10_39_55_748.jpg,IMG\left_2017_08_05_10_39_55_748.jpg,IMG\right_2017_08_05_10_39_55_748.jpg,0,0,0,5.538012
IMG\center_2017_08_05_10_39_55_825.jpg,IMG\left_2017_08_05_10_39_55_825.jpg,IMG\right_2017_08_05_10_39_55_825.jpg,0,0,0,5.492812
IMG\center_2017_08_05_10_39_55_908.jpg,IMG\left_2017_08_05_10_39_55_908.jpg,IMG\right_2017_08_05_10_39_55_908.jpg,0,0.129918,0,5.504773
IMG\center_2017_08_05_10_39_55_983.jpg,IMG\left_2017_08_05_10_39_55_983.jpg,IMG\right_2017_08_05_10_39_55_983.jpg,0,0.3559119,0,5.738462
IMG\center_2017_08_05_10_39_56_065.jpg,IMG\left_2017_08_05_10_39_56_065.jpg,IMG\right_2017_08_05_10_39_56_065.jpg,0,0.5991802,0,6.201945
IMG\center_2017_08_05_10_39_56_140.jpg,IMG\left_2017_08_05_10_39_56_140.jpg,IMG\right_2017_08_05_10_39_56_140.jpg,-0.1,0.5967213,0,6.784244
IMG\center_2017_08_05_10_39_56_211.jpg,IMG\left_2017_08_05_10_39_56_211.jpg,IMG\right_2017_08_05_10_39_56_211.jpg,-0.25,0.3819348,0,7.050473
IMG\center_2017_08_05_10_39_56_286.jpg,IMG\left_2017_08_05_10_39_56_286.jpg,IMG\right_2017_08_05_10_39_56_286.jpg,-0.45,0.1576382,0,7.186866
IMG\center_2017_08_05_10_39_56_360.jpg,IMG\left_2017_08_05_10_39_56_360.jpg,IMG\right_2017_08_05_10_39_56_360.jpg,-0.6500001,0,0,7.118961
